2020/6/8,4021.95
2020/6/9,4047.03
2020/6/10,4039.71
2020/6/11,3995.88
2020/6/12,4003.08
2020/6/15,3954.99
2020/6/16,4014.57
2020/6/17,4017.59
2020/6/18,4044.38
2020/6/19,4098.71
2020/6/22,4102.05
2020/6/23,4121.79
2020/6/24,4138.99
2020/6/29,4109.72
2020/6/30,4163.96
2020/7/1,4247.78
2020/7/2,4335.84
2020/7/3,4419.6
2020/7/6,4670.09
2020/7/7,4698.13
2020/7/8,4774
2020/7/9,4840.77
2020/7/10,4753.13
2020/7/13,4852.96
2020/7/14,4806.69
2020/7/15,4744.47
2020/7/16,4516.25
2020/7/17,4544.7
2020/7/20,4680.3
2020/7/21,4691.04
2020/7/22,4714.45
2020/7/23,4712.44
2020/7/24,4505.59
2020/7/27,4528.45
2020/7/28,4568.26
2020/7/29,4679.01
2020/7/30,4656.15
2020/7/31,4695.05
2020/8/3,4771.31
2020/8/4,4775.8
2020/8/5,4777.11
2020/8/6,4762.76
2020/8/7,4707.93
2020/8/10,4724.87
2020/8/11,4681.78
2020/8/12,4647.64
2020/8/13,4635.71
2020/8/14,4704.63
2020/8/17,4815.23
2020/8/18,4812.76
2020/8/19,4740.68
2020/8/20,4679.15
2020/8/21,4718.84
2020/8/24,4755.85
2020/8/25,4761.95
2020/8/26,4706.13
2020/8/27,4731.35
2020/8/28,4844.27
2020/8/31,4816.22
2020/9/1,4842.12
2020/9/2,4843.89
2020/9/3,4817.1
2020/9/4,4770.22
2020/9/7,4669.37
2020/9/8,4694.39
2020/9/9,4584.59
2020/9/10,4581.98
2020/9/11,4627.28
2020/9/14,4651.05
2020/9/15,4688.48
2020/9/16,4657.36
2020/9/17,4632.71
2020/9/18,4737.09
2020/9/21,4691.43
2020/9/22,4635.76
2020/9/23,4652.33
2020/9/24,4563.07
2020/9/25,4570.0216
2020/9/28,4581.9085
2020/9/29,4591.8
2020/9/30,4587.4
2020/10/9,4681.14
2020/10/12,4823.16
2020/10/13,4839.2
2020/10/14,4807.1
2020/10/15,4798.74
2020/10/16,4791.68
2020/10/19,4755.49
2020/10/20,4793.47
2020/10/21,4792.83
2020/10/22,4777.98
2020/10/23,4718.49
2020/10/26,4691.24
2020/10/27,4699.28
2020/10/28,4737.27
2020/10/29,4772.92
2020/10/30,4695.33
2020/11/2,4720.83
2020/11/3,4777.56
2020/11/4,4813.66
2020/11/5,4885.11
2020/11/6,4885.72
2020/11/9,4981.35
2020/11/10,4953.88
2020/11/11,4904.9
2020/11/12,4908.46
2020/11/13,4856.85
2020/11/16,4904.17
2020/11/17,4894.79
2020/11/18,4891.67
2020/11/19,4927.99
2020/11/20,4943.29
2020/11/23,5005.03
2020/11/24,4974.29
2020/11/25,4910.7
2020/11/26,4919.59
2020/11/27,4980.77
2020/11/30,4960.25
2020/12/1,5067.1
2020/12/2,5067.14
2020/12/3,5057.06
2020/12/4,5065.92
2020/12/7,5022.24
2020/12/8,5009.88
2020/12/9,4942.7
2020/12/10,4940.52
2020/12/11,4889.63
2020/12/14,4934.84
2020/12/15,4945.1
2020/12/16,4953.87
2020/12/17,5017.48
2020/12/18,4999.97
